Order ID,Order Date,Customer ID,Customer Name,Sales Person,Region,Product_Type,Price,Quantity
558,2021-06-13,14,Company N,Anne Lee,New Mexico,Product 1,399,9
563,2021-06-16,13,Company M,Michael Fox,New Mexico,Product 1,399,0
564,2021-06-16,15,Company O,Michael Fox,New Mexico,Product 1,399,6
568,2021-06-16,14,Company N,Anne Lee,New Mexico,Product 1,399,0
573,2021-06-19,20,Company T,Oscar Knox,Arizona,Product 1,399,5
578,2021-06-21,14,Company N,Michael Fox,New Mexico,Product 1,399,9
579,2021-06-22,7,Company G,Kim Fishman,California,Product 1,399,0
582,2021-06-22,15,Company O,Anne Lee,New Mexico,Product 1,399,4
583,2021-06-22,10,Company J,Laura Larsen,California,Product 1,399,3
589,2021-06-24,5,Company E,Anna Weber,Texas,Product 1,399,3
596,2021-06-26,11,Company K,Anne Lee,New Mexico,Product 1,399,9
598,2021-06-28,10,Company J,Kim Fishman,California,Product 1,399,9
607,2021-06-30,20,Company T,Oscar Knox,Arizona,Product 1,399,7
618,2021-07-06,19,Company S,Andrew James,Arizona,Product 1,399,0
625,2021-07-08,17,Company Q,Oscar Knox,Arizona,Product 1,399,8
628,2021-07-08,14,Company N,Michael Fox,New Mexico,Product 1,399,5
634,2021-07-11,5,Company E,Anna Weber,Texas,Product 1,399,0
639,2021-07-13,16,Company P,Oscar Knox,Arizona,Product 1,399,3
641,2021-07-14,10,Company J,Laura Larsen,California,Product 1,399,7
642,2021-07-15,10,Company J,Laura Larsen,California,Product 1,399,9
643,2021-07-15,13,Company M,Michael Fox,New Mexico,Product 1,399,8
649,2021-07-17,8,Company H,Laura Larsen,California,Product 1,399,5
664,2021-07-21,14,Company N,Anne Lee,New Mexico,Product 1,399,5
665,2021-07-22,1,Company A,Anna Weber,Texas,Product 1,399,8
669,2021-07-24,9,Company I,Kim Fishman,California,Product 1,399,6
671,2021-07-24,13,Company M,Michael Fox,New Mexico,Product 1,399,1
690,2021-07-27,5,Company E,Anna Weber,Texas,Product 1,399,5
723,2021-08-08,8,Company H,Laura Larsen,California,Product 1,399,2
730,2021-08-10,18,Company R,Andrew James,Arizona,Product 1,399,4
731,2021-08-10,13,Company M,Michael Fox,New Mexico,Product 1,399,4
735,2021-08-11,3,Company C,Ben Wallace,Texas,Product 1,399,0
738,2021-08-12,8,Company H,Kim Fishman,California,Product 1,399,7
745,2021-08-16,8,Company H,Kim Fishman,California,Product 1,399,0
752,2021-08-19,8,Company H,Laura Larsen,California,Product 1,399,1
753,2021-08-19,5,Company E,Anna Weber,Texas,Product 1,399,6
756,2021-08-20,17,Company Q,Oscar Knox,Arizona,Product 1,399,6
758,2021-08-20,10,Company J,Laura Larsen,California,Product 1,399,4
760,2021-08-21,19,Company S,Andrew James,Arizona,Product 1,399,6
764,2021-08-22,8,Company H,Laura Larsen,California,Product 1,399,2
766,2021-08-22,14,Company N,Anne Lee,New Mexico,Product 1,399,9
769,2021-08-25,7,Company G,Kim Fishman,California,Product 1,399,6
770,2021-08-25,11,Company K,Michael Fox,New Mexico,Product 1,399,0
775,2021-08-26,13,Company M,Anne Lee,New Mexico,Product 1,399,1
776,2021-08-27,17,Company Q,Andrew James,Arizona,Product 1,399,2
777,2021-08-27,4,Company D,Ben Wallace,Texas,Product 1,399,3
780,2021-08-27,7,Company G,Kim Fishman,California,Product 1,399,8
783,2021-08-29,8,Company H,Kim Fishman,California,Product 1,399,3
785,2021-08-29,5,Company E,Ben Wallace,Texas,Product 1,399,6
791,2021-08-31,18,Company R,Oscar Knox,Arizona,Product 1,399,3
793,2021-09-01,10,Company J,Laura Larsen,California,Product 1,399,3
799,2021-09-03,16,Company P,Andrew James,Arizona,Product 1,399,5
802,2021-09-03,6,Company F,Laura Larsen,California,Product 1,399,8
805,2021-09-05,19,Company S,Andrew James,Arizona,Product 1,399,7
806,2021-09-05,5,Company E,Anna Weber,Texas,Product 1,399,6
812,2021-09-07,16,Company P,Andrew James,Arizona,Product 1,399,1
816,2021-09-08,15,Company O,Anne Lee,New Mexico,Product 1,399,4
818,2021-09-09,13,Company M,Michael Fox,New Mexico,Product 1,399,3
822,2021-09-10,19,Company S,Oscar Knox,Arizona,Product 1,399,4
825,2021-09-11,20,Company T,Andrew James,Arizona,Product 1,399,9
830,2021-09-13,1,Company A,Anna Weber,Texas,Product 1,399,6
833,2021-09-15,16,Company P,Andrew James,Arizona,Product 1,399,9
835,2021-09-15,19,Company S,Andrew James,Arizona,Product 1,399,2
838,2021-09-18,7,Company G,Laura Larsen,California,Product 1,399,3
852,2021-09-22,6,Company F,Laura Larsen,California,Product 1,399,9
853,2021-09-22,14,Company N,Anne Lee,New Mexico,Product 1,399,4
861,2021-09-24,14,Company N,Michael Fox,New Mexico,Product 1,399,2
869,2021-09-28,14,Company N,Anne Lee,New Mexico,Product 1,399,3
881,2021-10-01,9,Company I,Kim Fishman,California,Product 1,399,7
897,2021-10-06,4,Company D,Anna Weber,Texas,Product 1,399,0
901,2021-10-08,15,Company O,Michael Fox,New Mexico,Product 1,399,7
902,2021-10-09,13,Company M,Michael Fox,New Mexico,Product 1,399,4
919,2021-10-15,14,Company N,Anne Lee,New Mexico,Product 1,399,9
921,2021-10-16,17,Company Q,Oscar Knox,Arizona,Product 1,399,6
931,2021-10-18,17,Company Q,Andrew James,Arizona,Product 1,399,0
938,2021-10-22,10,Company J,Kim Fishman,California,Product 1,399,0
942,2021-10-22,1,Company A,Anna Weber,Texas,Product 1,399,8
944,2021-10-23,4,Company D,Ben Wallace,Texas,Product 1,399,1
949,2021-10-26,6,Company F,Laura Larsen,California,Product 1,399,5
952,2021-10-27,6,Company F,Laura Larsen,California,Product 1,399,7
958,2021-10-29,9,Company I,Kim Fishman,California,Product 1,399,2
964,2021-10-29,7,Company G,Kim Fishman,California,Product 1,399,2
967,2021-10-30,14,Company N,Anne Lee,New Mexico,Product 1,399,1
970,2021-10-31,7,Company G,Laura Larsen,California,Product 1,399,0
973,2021-11-03,13,Company M,Michael Fox,New Mexico,Product 1,399,0
981,2021-11-07,2,Company B,Anna Weber,Texas,Product 1,399,4
983,2021-11-08,18,Company R,Andrew James,Arizona,Product 1,399,9
991,2021-11-09,18,Company R,Oscar Knox,Arizona,Product 1,399,9
993,2021-11-10,10,Company J,Laura Larsen,California,Product 1,399,6
1009,2021-11-16,8,Company H,Kim Fishman,California,Product 1,399,0
1015,2021-11-19,5,Company E,Anna Weber,Texas,Product 1,399,2
1018,2021-11-19,5,Company E,Ben Wallace,Texas,Product 1,399,1
1019,2021-11-20,5,Company E,Ben Wallace,Texas,Product 1,399,8
1021,2021-11-21,16,Company P,Oscar Knox,Arizona,Product 1,399,3
1023,2021-11-22,5,Company E,Ben Wallace,Texas,Product 1,399,6
1029,2021-11-22,8,Company H,Kim Fishman,California,Product 1,399,9
1030,2021-11-22,7,Company G,Kim Fishman,California,Product 1,399,5
1031,2021-11-22,10,Company J,Laura Larsen,California,Product 1,399,0
1034,2021-11-23,3,Company C,Anna Weber,Texas,Product 1,399,2
1035,2021-11-23,4,Company D,Anna Weber,Texas,Product 1,399,6
1036,2021-11-23,13,Company M,Michael Fox,New Mexico,Product 1,399,9
1044,2021-11-24,9,Company I,Laura Larsen,California,Product 1,399,1
1045,2021-11-24,11,Company K,Anne Lee,New Mexico,Product 1,399,3
1046,2021-11-25,4,Company D,Ben Wallace,Texas,Product 1,399,5
1049,2021-11-27,2,Company B,Anna Weber,Texas,Product 1,399,8
1050,2021-11-27,4,Company D,Ben Wallace,Texas,Product 1,399,6
1058,2021-11-29,9,Company I,Laura Larsen,California,Product 1,399,6
1061,2021-12-01,8,Company H,Laura Larsen,California,Product 1,399,5
1063,2021-12-02,7,Company G,Laura Larsen,California,Product 1,399,3
1067,2021-12-04,16,Company P,Andrew James,Arizona,Product 1,399,0
1068,2021-12-05,5,Company E,Ben Wallace,Texas,Product 1,399,4
1089,2021-12-13,1,Company A,Anna Weber,Texas,Product 1,399,1
1096,2021-12-17,12,Company L,Michael Fox,New Mexico,Product 1,399,5
1102,2021-12-18,12,Company L,Michael Fox,New Mexico,Product 1,399,3
1103,2021-12-18,5,Company E,Ben Wallace,Texas,Product 1,399,0
1108,2021-12-18,14,Company N,Michael Fox,New Mexico,Product 1,399,5
1111,2021-12-20,4,Company D,Anna Weber,Texas,Product 1,399,8
1118,2021-12-20,18,Company R,Oscar Knox,Arizona,Product 1,399,7
1121,2021-12-22,14,Company N,Anne Lee,New Mexico,Product 1,399,7
1128,2021-12-24,9,Company I,Laura Larsen,California,Product 1,399,2
1142,2021-12-27,16,Company P,Oscar Knox,Arizona,Product 1,399,8
1144,2021-12-29,11,Company K,Michael Fox,New Mexico,Product 1,399,2
1145,2021-12-30,12,Company L,Michael Fox,New Mexico,Product 1,399,8
1147,2022-01-01,20,Company T,Andrew James,Arizona,Product 1,399,4
1178,2022-01-12,19,Company S,Oscar Knox,Arizona,Product 1,399,5
1179,2022-01-12,10,Company J,Laura Larsen,California,Product 1,399,7
1181,2022-01-12,11,Company K,Anne Lee,New Mexico,Product 1,399,4
1183,2022-01-13,3,Company C,Ben Wallace,Texas,Product 1,399,7
1187,2022-01-13,4,Company D,Ben Wallace,Texas,Product 1,399,2
1190,2022-01-13,2,Company B,Anna Weber,Texas,Product 1,399,4
1191,2022-01-13,18,Company R,Andrew James,Arizona,Product 1,399,1
1195,2022-01-14,19,Company S,Oscar Knox,Arizona,Product 1,399,8
1203,2022-01-17,14,Company N,Michael Fox,New Mexico,Product 1,399,2
1208,2022-01-18,7,Company G,Kim Fishman,California,Product 1,399,6
1209,2022-01-18,12,Company L,Anne Lee,New Mexico,Product 1,399,3
1223,2022-01-25,18,Company R,Andrew James,Arizona,Product 1,399,9
1225,2022-01-26,7,Company G,Laura Larsen,California,Product 1,399,8
1226,2022-01-26,1,Company A,Ben Wallace,Texas,Product 1,399,4
1227,2022-01-26,10,Company J,Kim Fishman,California,Product 1,399,4
1230,2022-01-28,3,Company C,Anna Weber,Texas,Product 1,399,5
1237,2022-01-31,2,Company B,Ben Wallace,Texas,Product 1,399,7
1249,2022-02-05,9,Company I,Laura Larsen,California,Product 1,399,7
1255,2022-02-07,14,Company N,Michael Fox,New Mexico,Product 1,399,4
1256,2022-02-07,8,Company H,Kim Fishman,California,Product 1,399,9
1259,2022-02-09,7,Company G,Kim Fishman,California,Product 1,399,5
1263,2022-02-11,20,Company T,Oscar Knox,Arizona,Product 1,399,2
1264,2022-02-12,10,Company J,Kim Fishman,California,Product 1,399,5
1269,2022-02-14,13,Company M,Michael Fox,New Mexico,Product 1,399,6
1275,2022-02-18,8,Company H,Laura Larsen,California,Product 1,399,7
1276,2022-02-18,14,Company N,Anne Lee,New Mexico,Product 1,399,9
1277,2022-02-19,9,Company I,Kim Fishman,California,Product 1,399,5
1278,2022-02-19,3,Company C,Ben Wallace,Texas,Product 1,399,7
1283,2022-02-19,7,Company G,Kim Fishman,California,Product 1,399,3
1287,2022-02-19,16,Company P,Oscar Knox,Arizona,Product 1,399,7
1295,2022-02-21,18,Company R,Oscar Knox,Arizona,Product 1,399,3
1298,2022-02-22,3,Company C,Ben Wallace,Texas,Product 1,399,3
1304,2022-02-23,8,Company H,Kim Fishman,California,Product 1,399,5
1307,2022-02-23,3,Company C,Ben Wallace,Texas,Product 1,399,8
1308,2022-02-24,4,Company D,Anna Weber,Texas,Product 1,399,2
1309,2022-02-24,2,Company B,Ben Wallace,Texas,Product 1,399,6
1318,2022-02-26,14,Company N,Michael Fox,New Mexico,Product 1,399,2
1322,2022-02-28,19,Company S,Oscar Knox,Arizona,Product 1,399,9
1325,2022-03-01,8,Company H,Kim Fishman,California,Product 1,399,3
1330,2022-03-02,7,Company G,Kim Fishman,California,Product 1,399,7
1334,2022-03-05,12,Company L,Michael Fox,New Mexico,Product 1,399,1
1338,2022-03-07,9,Company I,Laura Larsen,California,Product 1,399,0
1354,2022-03-10,19,Company S,Oscar Knox,Arizona,Product 1,399,3
1360,2022-03-11,17,Company Q,Oscar Knox,Arizona,Product 1,399,6
1362,2022-03-11,9,Company I,Kim Fishman,California,Product 1,399,5
1368,2022-03-12,19,Company S,Andrew James,Arizona,Product 1,399,9
1370,2022-03-13,19,Company S,Oscar Knox,Arizona,Product 1,399,2
1371,2022-03-13,15,Company O,Michael Fox,New Mexico,Product 1,399,9
1376,2022-03-17,7,Company G,Laura Larsen,California,Product 1,399,6
1378,2022-03-17,14,Company N,Michael Fox,New Mexico,Product 1,399,7
1383,2022-03-19,14,Company N,Anne Lee,New Mexico,Product 1,399,8
1385,2022-03-19,17,Company Q,Oscar Knox,Arizona,Product 1,399,5
1388,2022-03-19,9,Company I,Laura Larsen,California,Product 1,399,9
1391,2022-03-19,10,Company J,Laura Larsen,California,Product 1,399,0
1396,2022-03-22,11,Company K,Michael Fox,New Mexico,Product 1,399,9
1400,2022-03-23,5,Company E,Ben Wallace,Texas,Product 1,399,1
1403,2022-03-23,9,Company I,Kim Fishman,California,Product 1,399,9
1407,2022-03-24,12,Company L,Anne Lee,New Mexico,Product 1,399,8
1408,2022-03-25,3,Company C,Anna Weber,Texas,Product 1,399,9
1409,2022-03-25,18,Company R,Andrew James,Arizona,Product 1,399,3
1413,2022-03-27,4,Company D,Anna Weber,Texas,Product 1,399,6
1423,2022-03-30,7,Company G,Kim Fishman,California,Product 1,399,2
1426,2022-03-31,13,Company M,Anne Lee,New Mexico,Product 1,399,0
1427,2022-03-31,10,Company J,Laura Larsen,California,Product 1,399,8
1429,2022-04-01,1,Company A,Ben Wallace,Texas,Product 1,399,4
1431,2022-04-02,8,Company H,Kim Fishman,California,Product 1,399,0
1446,2022-04-07,12,Company L,Anne Lee,New Mexico,Product 1,399,5
1452,2022-04-09,9,Company I,Laura Larsen,California,Product 1,399,5
1465,2022-04-13,13,Company M,Anne Lee,New Mexico,Product 1,399,0
1466,2022-04-14,9,Company I,Kim Fishman,California,Product 1,399,7
1468,2022-04-15,6,Company F,Kim Fishman,California,Product 1,399,0
1471,2022-04-18,5,Company E,Ben Wallace,Texas,Product 1,399,8
1475,2022-04-18,13,Company M,Michael Fox,New Mexico,Product 1,399,5
1477,2022-04-19,4,Company D,Anna Weber,Texas,Product 1,399,7
1478,2022-04-19,4,Company D,Ben Wallace,Texas,Product 1,399,9
1479,2022-04-19,10,Company J,Kim Fishman,California,Product 1,399,4
1480,2022-04-20,6,Company F,Kim Fishman,California,Product 1,399,6
1483,2022-04-20,20,Company T,Andrew James,Arizona,Product 1,399,9
1490,2022-04-23,19,Company S,Oscar Knox,Arizona,Product 1,399,1
1491,2022-04-23,5,Company E,Anna Weber,Texas,Product 1,399,8
1492,2022-04-23,11,Company K,Anne Lee,New Mexico,Product 1,399,6
1493,2022-04-23,8,Company H,Laura Larsen,California,Product 1,399,2
1496,2022-04-25,10,Company J,Kim Fishman,California,Product 1,399,5
1504,2022-04-30,11,Company K,Michael Fox,New Mexico,Product 1,399,5
1511,2022-05-03,16,Company P,Andrew James,Arizona,Product 1,399,3
1515,2022-05-03,18,Company R,Oscar Knox,Arizona,Product 1,399,6
1521,2022-05-05,19,Company S,Oscar Knox,Arizona,Product 1,399,5
1530,2022-05-07,15,Company O,Michael Fox,New Mexico,Product 1,399,0
1537,2022-05-10,17,Company Q,Oscar Knox,Arizona,Product 1,399,1
1543,2022-05-13,11,Company K,Anne Lee,New Mexico,Product 1,399,2
1545,2022-05-14,11,Company K,Michael Fox,New Mexico,Product 1,399,6
1551,2022-05-17,1,Company A,Ben Wallace,Texas,Product 1,399,7
1558,2022-05-18,2,Company B,Ben Wallace,Texas,Product 1,399,4
1559,2022-05-19,10,Company J,Kim Fishman,California,Product 1,399,1
1563,2022-05-20,19,Company S,Andrew James,Arizona,Product 1,399,8
1572,2022-05-24,14,Company N,Anne Lee,New Mexico,Product 1,399,4
1576,2022-05-25,12,Company L,Anne Lee,New Mexico,Product 1,399,2
1594,2022-05-27,11,Company K,Anne Lee,New Mexico,Product 1,399,0
1601,2022-05-29,17,Company Q,Oscar Knox,Arizona,Product 1,399,2
1620,2022-06-05,9,Company I,Laura Larsen,California,Product 1,399,0
1627,2022-06-06,5,Company E,Ben Wallace,Texas,Product 1,399,6
1629,2022-06-06,9,Company I,Laura Larsen,California,Product 1,399,0
1632,2022-06-06,1,Company A,Ben Wallace,Texas,Product 1,399,0
1637,2022-06-08,10,Company J,Laura Larsen,California,Product 1,399,5
1639,2022-06-08,20,Company T,Oscar Knox,Arizona,Product 1,399,6
1642,2022-06-08,17,Company Q,Oscar Knox,Arizona,Product 1,399,9
1644,2022-06-09,4,Company D,Anna Weber,Texas,Product 1,399,6
1645,2022-06-09,11,Company K,Michael Fox,New Mexico,Product 1,399,3
1648,2022-06-10,1,Company A,Ben Wallace,Texas,Product 1,399,2
1650,2022-06-11,9,Company I,Kim Fishman,California,Product 1,399,3
1654,2022-06-13,3,Company C,Anna Weber,Texas,Product 1,399,5
1657,2022-06-14,10,Company J,Laura Larsen,California,Product 1,399,8
1658,2022-06-14,3,Company C,Anna Weber,Texas,Product 1,399,8
1664,2022-06-15,13,Company M,Anne Lee,New Mexico,Product 1,399,7
1667,2022-06-16,8,Company H,Laura Larsen,California,Product 1,399,2
1674,2022-06-18,17,Company Q,Andrew James,Arizona,Product 1,399,3
1688,2022-06-24,13,Company M,Michael Fox,New Mexico,Product 1,399,5
1689,2022-06-25,16,Company P,Andrew James,Arizona,Product 1,399,6
1690,2022-06-26,7,Company G,Laura Larsen,California,Product 1,399,4
1694,2022-06-29,9,Company I,Kim Fishman,California,Product 1,399,5
1701,2022-07-04,16,Company P,Andrew James,Arizona,Product 1,399,4
1703,2022-07-05,5,Company E,Anna Weber,Texas,Product 1,399,7
1710,2022-07-10,14,Company N,Michael Fox,New Mexico,Product 1,399,0
1713,2022-07-11,19,Company S,Oscar Knox,Arizona,Product 1,399,9
1716,2022-07-12,14,Company N,Michael Fox,New Mexico,Product 1,399,1
1726,2022-07-14,10,Company J,Laura Larsen,California,Product 1,399,9
1730,2022-07-15,18,Company R,Andrew James,Arizona,Product 1,399,5
1731,2022-07-16,9,Company I,Laura Larsen,California,Product 1,399,0
1732,2022-07-17,4,Company D,Anna Weber,Texas,Product 1,399,8
1734,2022-07-18,5,Company E,Anna Weber,Texas,Product 1,399,2
1735,2022-07-18,12,Company L,Anne Lee,New Mexico,Product 1,399,7
1749,2022-07-23,2,Company B,Ben Wallace,Texas,Product 1,399,9
1756,2022-07-25,2,Company B,Anna Weber,Texas,Product 1,399,9
1766,2022-07-31,13,Company M,Michael Fox,New Mexico,Product 1,399,8
1767,2022-07-31,6,Company F,Kim Fishman,California,Product 1,399,9
1769,2022-08-02,6,Company F,Laura Larsen,California,Product 1,399,2
1777,2022-08-06,7,Company G,Kim Fishman,California,Product 1,399,6
1783,2022-08-08,5,Company E,Anna Weber,Texas,Product 1,399,1
1786,2022-08-08,15,Company O,Michael Fox,New Mexico,Product 1,399,2
1788,2022-08-09,11,Company K,Anne Lee,New Mexico,Product 1,399,5
1791,2022-08-11,17,Company Q,Oscar Knox,Arizona,Product 1,399,8
1792,2022-08-11,3,Company C,Anna Weber,Texas,Product 1,399,2
1799,2022-08-12,15,Company O,Michael Fox,New Mexico,Product 1,399,4
1801,2022-08-12,17,Company Q,Andrew James,Arizona,Product 1,399,1
1803,2022-08-12,18,Company R,Oscar Knox,Arizona,Product 1,399,5
1838,2022-08-22,20,Company T,Andrew James,Arizona,Product 1,399,9
1849,2022-08-24,4,Company D,Anna Weber,Texas,Product 1,399,7
1858,2022-08-30,17,Company Q,Andrew James,Arizona,Product 1,399,1
1860,2022-08-30,14,Company N,Anne Lee,New Mexico,Product 1,399,4
1861,2022-08-30,20,Company T,Oscar Knox,Arizona,Product 1,399,8
1863,2022-08-31,11,Company K,Michael Fox,New Mexico,Product 1,399,5
1865,2022-09-01,11,Company K,Anne Lee,New Mexico,Product 1,399,4
1869,2022-09-03,7,Company G,Kim Fishman,California,Product 1,399,1
1870,2022-09-04,19,Company S,Andrew James,Arizona,Product 1,399,9
1877,2022-09-06,1,Company A,Anna Weber,Texas,Product 1,399,3
1879,2022-09-06,4,Company D,Ben Wallace,Texas,Product 1,399,4
1884,2022-09-08,13,Company M,Michael Fox,New Mexico,Product 1,399,4
1887,2022-09-08,8,Company H,Laura Larsen,California,Product 1,399,1
1892,2022-09-11,5,Company E,Anna Weber,Texas,Product 1,399,9
1895,2022-09-12,15,Company O,Anne Lee,New Mexico,Product 1,399,1
1901,2022-09-16,18,Company R,Andrew James,Arizona,Product 1,399,3
1902,2022-09-16,14,Company N,Michael Fox,New Mexico,Product 1,399,8
